scenario,link_id,endpoint_a,endpoint_a_type,endpoint_b,endpoint_b_type,in_protection_scope,used_by_tt_primary_route,candidate_fault,affected_flow_count,affected_flow_ids,affected_tt_payload_rate_bps,min_affected_deadline_us,mean_affected_deadline_us,max_affected_deadline_us,primary_route_usage_count,classification
structured40_auto,l_es13_sw25,es13,end_system,sw25,switch,0,1,0,4,TT02;TT13;TT21;TT33,7360000.0,900.0,925.0,940.0,4,OUT_OF_SCOPE
structured40_auto,l_es14_sw27,es14,end_system,sw27,switch,0,1,0,4,TT03;TT14;TT22;TT34,8640000.0,919.9999999999999,940.0,950.0,4,OUT_OF_SCOPE
structured40_auto,l_es15_sw29,es15,end_system,sw29,switch,0,1,0,4,TT04;TT15;TT23;TT35,9920000.0,930.0,937.5,950.0,4,OUT_OF_SCOPE
structured40_auto,l_es16_sw31,es16,end_system,sw31,switch,0,1,0,4,TT05;TT16;TT24;TT36,8000000.0,900.0,920.0,950.0,4,OUT_OF_SCOPE
structured40_auto,l_es17_sw33,es17,end_system,sw33,switch,0,1,0,4,TT06;TT17;TT25;TT37,7680000.0,900.0,917.5,930.0,4,OUT_OF_SCOPE
structured40_auto,l_es18_sw35,es18,end_system,sw35,switch,0,1,0,4,TT07;TT18;TT26;TT38,7360000.0,900.0,925.0,940.0,4,OUT_OF_SCOPE
structured40_auto,l_es19_sw37,es19,end_system,sw37,switch,0,1,0,4,TT08;TT19;TT27;TT39,8640000.0,919.9999999999999,940.0,950.0,4,OUT_OF_SCOPE
structured40_auto,l_es20_sw39,es20,end_system,sw39,switch,0,1,0,4,TT09;TT20;TT28;TT40,9920000.0,930.0,937.5,950.0,4,OUT_OF_SCOPE
structured40_auto,l_sw01_sw02,sw01,switch,sw02,switch,1,1,1,1,TT02,1760000.0,919.9999999999999,919.9999999999999,919.9999999999999,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw01_sw09,sw01,switch,sw09,switch,1,1,1,6,TT01;TT02;TT06;TT14;TT21;TT29,10880000.0,900.0,920.0,950.0,6,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw01_sw11,sw01,switch,sw11,switch,1,1,1,3,TT06;TT10;TT14,6560000.0,900.0,926.6666666666666,950.0,3,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw02_sw03,sw02,switch,sw03,switch,1,1,1,1,TT02,1760000.0,919.9999999999999,919.9999999999999,919.9999999999999,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw02_sw10,sw02,switch,sw10,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw03_sw04,sw03,switch,sw04,switch,1,1,1,2,TT03;TT11,3520000.0,900.0,920.0,940.0,2,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw03_sw11,sw03,switch,sw11,switch,1,1,1,3,TT03;TT22;TT30,6560000.0,919.9999999999999,930.0,940.0,3,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw04_sw05,sw04,switch,sw05,switch,1,1,1,2,TT03;TT11,3520000.0,900.0,920.0,940.0,2,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw04_sw12,sw04,switch,sw12,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw05_sw06,sw05,switch,sw06,switch,1,1,1,1,TT04,2400000.0,950.0,950.0,950.0,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw05_sw13,sw05,switch,sw13,switch,1,1,1,6,TT04;TT08;TT11;TT16;TT23;TT31,10880000.0,900.0,921.6666666666666,950.0,6,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw05_sw15,sw05,switch,sw15,switch,1,1,1,3,TT08;TT12;TT16,5280000.0,900.0,920.0,940.0,3,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw06_sw07,sw06,switch,sw07,switch,1,1,1,1,TT04,2400000.0,950.0,950.0,950.0,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw06_sw14,sw06,switch,sw14,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw07_sw08,sw07,switch,sw08,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw07_sw15,sw07,switch,sw15,switch,1,1,1,3,TT13;TT24;TT32,6240000.0,919.9999999999999,936.6666666666666,950.0,3,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw08_sw16,sw08,switch,sw16,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw09_sw10,sw09,switch,sw10,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw09_sw17,sw09,switch,sw17,switch,1,1,1,8,TT01;TT02;TT05;TT06;TT21;TT25;TT29;TT33,16000000.0,900.0,921.25,950.0,8,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw10_sw11,sw10,switch,sw11,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw10_sw18,sw10,switch,sw18,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw10_sw20,sw10,switch,sw20,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw11_sw12,sw11,switch,sw12,switch,1,1,1,1,TT07,1760000.0,919.9999999999999,919.9999999999999,919.9999999999999,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw11_sw19,sw11,switch,sw19,switch,1,1,1,9,TT03;TT07;TT10;TT14;TT15;TT22;TT26;TT30;TT34,20000000.0,900.0,930.0,950.0,9,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw12_sw13,sw12,switch,sw13,switch,1,1,1,1,TT07,1760000.0,919.9999999999999,919.9999999999999,919.9999999999999,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw12_sw20,sw12,switch,sw20,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw13_sw14,sw13,switch,sw14,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw13_sw21,sw13,switch,sw21,switch,1,1,1,7,TT04;TT08;TT11;TT23;TT27;TT31;TT35,13920000.0,900.0,925.7142857142857,950.0,7,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw14_sw15,sw14,switch,sw15,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw14_sw22,sw14,switch,sw22,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw14_sw24,sw14,switch,sw24,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw15_sw16,sw15,switch,sw16,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw15_sw23,sw15,switch,sw23,switch,1,1,1,8,TT12;TT13;TT16;TT17;TT24;TT28;TT32;TT36,14720000.0,900.0,923.75,950.0,8,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw16_sw24,sw16,switch,sw24,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw17_sw18,sw17,switch,sw18,switch,1,1,1,1,TT18,2080000.0,940.0,940.0,940.0,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw17_sw25,sw17,switch,sw25,switch,1,1,1,9,TT01;TT02;TT05;TT06;TT09;TT21;TT25;TT33;TT37,17760000.0,900.0,921.1111111111111,950.0,9,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw18_sw19,sw18,switch,sw19,switch,1,1,1,1,TT18,2080000.0,940.0,940.0,940.0,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw18_sw26,sw18,switch,sw26,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw19_sw20,sw19,switch,sw20,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw19_sw27,sw19,switch,sw27,switch,1,1,1,8,TT03;TT07;TT14;TT18;TT22;TT26;TT34;TT38,16000000.0,900.0,932.5,950.0,8,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw19_sw29,sw19,switch,sw29,switch,1,1,1,2,TT15;TT19,5120000.0,930.0,940.0,950.0,2,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw20_sw21,sw20,switch,sw21,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw20_sw28,sw20,switch,sw28,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw21_sw22,sw21,switch,sw22,switch,1,1,1,1,TT20,2720000.0,930.0,930.0,930.0,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw21_sw29,sw21,switch,sw29,switch,1,1,1,6,TT04;TT08;TT23;TT27;TT35;TT39,13440000.0,919.9999999999999,938.3333333333334,950.0,6,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw22_sw23,sw22,switch,sw23,switch,1,1,1,1,TT20,2720000.0,930.0,930.0,930.0,1,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw22_sw30,sw22,switch,sw30,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw23_sw24,sw23,switch,sw24,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw23_sw25,sw23,switch,sw25,switch,1,1,1,5,TT01;TT05;TT09;TT13;TT17,10400000.0,900.0,928.0,950.0,5,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw23_sw31,sw23,switch,sw31,switch,1,1,1,8,TT05;TT09;TT16;TT20;TT24;TT28;TT36;TT40,17920000.0,900.0,928.75,950.0,8,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw24_sw32,sw24,switch,sw32,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw25_sw26,sw25,switch,sw26,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw25_sw33,sw25,switch,sw33,switch,1,1,1,4,TT06;TT17;TT25;TT37,7680000.0,900.0,917.5,930.0,4,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw26_sw27,sw26,switch,sw27,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw26_sw34,sw26,switch,sw34,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw27_sw28,sw27,switch,sw28,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw27_sw35,sw27,switch,sw35,switch,1,1,1,4,TT07;TT18;TT26;TT38,7360000.0,900.0,925.0,940.0,4,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw28_sw29,sw28,switch,sw29,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw28_sw36,sw28,switch,sw36,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw28_sw38,sw28,switch,sw38,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw29_sw30,sw29,switch,sw30,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw29_sw37,sw29,switch,sw37,switch,1,1,1,4,TT08;TT19;TT27;TT39,8640000.0,919.9999999999999,940.0,950.0,4,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw30_sw31,sw30,switch,sw31,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw30_sw38,sw30,switch,sw38,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw31_sw32,sw31,switch,sw32,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw31_sw39,sw31,switch,sw39,switch,1,1,1,4,TT09;TT20;TT28;TT40,9920000.0,930.0,937.5,950.0,4,TT_RELEVANT_CANDIDATE
structured40_auto,l_sw32_sw34,sw32,switch,sw34,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw32_sw40,sw32,switch,sw40,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw33_sw34,sw33,switch,sw34,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw34_sw35,sw34,switch,sw35,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw35_sw36,sw35,switch,sw36,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw36_sw37,sw36,switch,sw37,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw37_sw38,sw37,switch,sw38,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw38_sw39,sw38,switch,sw39,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
structured40_auto,l_sw39_sw40,sw39,switch,sw40,switch,1,0,0,0,,0,,,,0,UNUSED_BY_TT
