affected_flow_count,fault_id,scenario_id,status,total_backend_ms
210,l_sw0154_sw0156,S5,HEURISTIC_NOT_FOUND,996.282246
211,l_sw0019_sw0021,S5,HEURISTIC_NOT_FOUND,1019.828869
212,l_sw0003_sw0005,S5,HEURISTIC_NOT_FOUND,1047.197632
214,l_sw0080_sw0082,S5,HEURISTIC_NOT_FOUND,1024.957607
216,l_sw0021_sw0023,S5,HEURISTIC_NOT_FOUND,994.398788
217,l_sw0161_sw0163,S5,HEURISTIC_NOT_FOUND,1047.673007
220,l_sw0001_sw0003,S5,HEURISTIC_NOT_FOUND,1049.592244
221,l_sw0010_sw0012,S5,HEURISTIC_NOT_FOUND,1025.288439
1,l_sw0003_sw0004,S6,SUCCESS_H2S,1831.968133
234,l_sw0012_sw0014,S6,HEURISTIC_NOT_FOUND,3261.644522
261,l_sw0171_sw0173,S6,HEURISTIC_NOT_FOUND,3306.461349
1,l_sw0085_sw0086,S6,SUCCESS_H2S,1814.617905
1,l_sw0166_sw0167,S6,SUCCESS_H2S,1804.014671
1,l_sw0268_sw0269,S6,SUCCESS_H2S,1825.838184
2,l_sw0001_sw0340,S6,HEURISTIC_NOT_FOUND,3376.382059
2,l_sw0164_sw0165,S6,SUCCESS_H2S,1789.039885
2,l_sw0330_sw0331,S6,SUCCESS_H2S,1829.313577
3,l_sw0179_sw0180,S6,SUCCESS_H2S,1824.676788
3,l_sw0192_sw0193,S6,SUCCESS_H2S,1815.47883
3,l_sw0332_sw0333,S6,SUCCESS_H2S,1842.698855
5,l_sw0066_sw0067,S6,HEURISTIC_NOT_FOUND,3336.087867
6,l_sw0089_sw0090,S6,HEURISTIC_NOT_FOUND,3313.703188
6,l_sw0311_sw0312,S6,SUCCESS_H2S,1780.630022
221,l_sw0172_sw0174,S6,HEURISTIC_NOT_FOUND,3277.583112
227,l_sw0206_sw0208,S6,HEURISTIC_NOT_FOUND,3224.213301
229,l_sw0055_sw0057,S6,HEURISTIC_NOT_FOUND,3292.067184
229,l_sw0087_sw0089,S6,HEURISTIC_NOT_FOUND,3228.539378
231,l_sw0032_sw0034,S6,HEURISTIC_NOT_FOUND,3320.550189
232,l_sw0257_sw0259,S6,HEURISTIC_NOT_FOUND,3208.169922
233,l_sw0240_sw0242,S6,HEURISTIC_NOT_FOUND,3338.75478
234,l_sw0076_sw0078,S6,HEURISTIC_NOT_FOUND,3264.501226
235,l_sw0081_sw0083,S6,HEURISTIC_NOT_FOUND,3283.318577
236,l_sw0016_sw0018,S6,HEURISTIC_NOT_FOUND,3234.182805
237,l_sw0130_sw0132,S6,HEURISTIC_NOT_FOUND,3269.645692
238,l_sw0148_sw0150,S6,HEURISTIC_NOT_FOUND,3255.351948
239,l_sw0080_sw0082,S6,HEURISTIC_NOT_FOUND,3290.705747
240,l_sw0024_sw0026,S6,HEURISTIC_NOT_FOUND,3303.816722
240,l_sw0220_sw0222,S6,HEURISTIC_NOT_FOUND,3278.621441
241,l_sw0228_sw0230,S6,HEURISTIC_NOT_FOUND,3293.05776
242,l_sw0067_sw0069,S6,HEURISTIC_NOT_FOUND,3275.132405
242,l_sw0331_sw0333,S6,HEURISTIC_NOT_FOUND,3286.752948
243,l_sw0039_sw0041,S6,HEURISTIC_NOT_FOUND,3231.687982
244,l_sw0152_sw0154,S6,HEURISTIC_NOT_FOUND,3281.130948
245,l_sw0179_sw0181,S6,HEURISTIC_NOT_FOUND,3457.660473
246,l_sw0096_sw0098,S6,HEURISTIC_NOT_FOUND,3302.636906
247,l_sw0305_sw0307,S6,HEURISTIC_NOT_FOUND,3319.319706
249,l_sw0090_sw0092,S6,HEURISTIC_NOT_FOUND,3261.325857
250,l_sw0277_sw0279,S6,HEURISTIC_NOT_FOUND,3355.402594
1,l_sw0141_sw0142,S7,SUCCESS_H2S,3794.73981
467,l_sw0259_sw0261,S7,HEURISTIC_NOT_FOUND,6612.914754
528,l_sw0047_sw0049,S7,HEURISTIC_NOT_FOUND,6567.712384
2,l_sw0133_sw0134,S7,HEURISTIC_NOT_FOUND,6792.094597
2,l_sw0266_sw0267,S7,SUCCESS_H2S,3703.920053
3,l_sw0181_sw0182,S7,SUCCESS_H2S,3773.741172
4,l_sw0169_sw0170,S7,HEURISTIC_NOT_FOUND,6813.75914
4,l_sw0293_sw0294,S7,HEURISTIC_NOT_FOUND,6780.003361
5,l_sw0165_sw0166,S7,SUCCESS_H2S,3902.295299
5,l_sw0319_sw0320,S7,SUCCESS_H2S,3751.279263
5,l_sw0322_sw0323,S7,SUCCESS_H2S,3766.975074
6,l_sw0260_sw0261,S7,HEURISTIC_NOT_FOUND,6777.651055
7,l_sw0056_sw0057,S7,SUCCESS_H2S,3891.244934
7,l_sw0265_sw0266,S7,SUCCESS_H2S,3772.254876
8,l_sw0096_sw0097,S7,HEURISTIC_NOT_FOUND,6817.144938
9,l_sw0024_sw0025,S7,HEURISTIC_NOT_FOUND,6811.342538
9,l_sw0216_sw0217,S7,HEURISTIC_NOT_FOUND,6803.34897
10,l_sw0153_sw0154,S7,HEURISTIC_NOT_FOUND,6830.764906
10,l_sw0160_sw0161,S7,HEURISTIC_NOT_FOUND,6871.879661
11,l_sw0334_sw0335,S7,HEURISTIC_NOT_FOUND,6919.941061
14,l_sw0046_sw0047,S7,HEURISTIC_NOT_FOUND,6855.982399
23,l_sw0066_sw0067,S7,HEURISTIC_NOT_FOUND,7110.164236
470,l_sw0263_sw0265,S7,HEURISTIC_NOT_FOUND,6598.258796
474,l_sw0231_sw0233,S7,HEURISTIC_NOT_FOUND,6870.507164
477,l_sw0167_sw0169,S7,HEURISTIC_NOT_FOUND,6421.475515
479,l_sw0331_sw0333,S7,HEURISTIC_NOT_FOUND,6582.7868
481,l_sw0210_sw0212,S7,HEURISTIC_NOT_FOUND,6513.093471
483,l_sw0285_sw0287,S7,HEURISTIC_NOT_FOUND,6543.480567
485,l_sw0158_sw0160,S7,HEURISTIC_NOT_FOUND,6518.103498
488,l_sw0025_sw0027,S7,HEURISTIC_NOT_FOUND,6604.598525
490,l_sw0095_sw0097,S7,HEURISTIC_NOT_FOUND,6417.407743
492,l_sw0007_sw0009,S7,HEURISTIC_NOT_FOUND,6534.524698
494,l_sw0121_sw0123,S7,HEURISTIC_NOT_FOUND,6513.651232
494,l_sw0151_sw0153,S7,HEURISTIC_NOT_FOUND,6589.223643
497,l_sw0065_sw0067,S7,HEURISTIC_NOT_FOUND,6496.67885
499,l_sw0023_sw0025,S7,HEURISTIC_NOT_FOUND,6645.034589
501,l_sw0019_sw0021,S7,HEURISTIC_NOT_FOUND,6603.025652
503,l_sw0336_sw0338,S7,HEURISTIC_NOT_FOUND,6585.377952
507,l_sw0228_sw0230,S7,HEURISTIC_NOT_FOUND,6646.422031
512,l_sw0207_sw0209,S7,HEURISTIC_NOT_FOUND,6551.927379
47,l_sw0001_sw0003,F150_TT100,SUCCESS_H2S,55.665285
47,l_sw0049_sw0051,F150_TT100,SUCCESS_H2S,54.783565
47,l_sw0097_sw0099,F150_TT100,SUCCESS_H2S,53.827441
47,l_sw0001_sw0099,F150_TT100,SUCCESS_H2S,54.300914
47,l_sw0003_sw0005,F150_TT100,SUCCESS_H2S,54.011658
47,l_sw0005_sw0007,F150_TT100,SUCCESS_H2S,55.067879
47,l_sw0007_sw0009,F150_TT100,SUCCESS_H2S,54.627413
47,l_sw0009_sw0011,F150_TT100,SUCCESS_H2S,54.182079
47,l_sw0011_sw0013,F150_TT100,SUCCESS_H2S,53.942092
47,l_sw0013_sw0015,F150_TT100,SUCCESS_H2S,54.126087
47,l_sw0015_sw0017,F150_TT100,SUCCESS_H2S,53.434344
47,l_sw0017_sw0019,F150_TT100,SUCCESS_H2S,53.644954
47,l_sw0019_sw0021,F150_TT100,SUCCESS_H2S,53.698848
47,l_sw0021_sw0023,F150_TT100,SUCCESS_H2S,53.992376
47,l_sw0023_sw0025,F150_TT100,SUCCESS_H2S,67.740763
47,l_sw0025_sw0027,F150_TT100,SUCCESS_H2S,53.300852
47,l_sw0027_sw0029,F150_TT100,SUCCESS_H2S,53.225635
47,l_sw0029_sw0031,F150_TT100,SUCCESS_H2S,56.236877
47,l_sw0031_sw0033,F150_TT100,SUCCESS_H2S,53.389408
47,l_sw0033_sw0035,F150_TT100,SUCCESS_H2S,53.497479
47,l_sw0035_sw0037,F150_TT100,SUCCESS_H2S,53.426065
47,l_sw0037_sw0039,F150_TT100,SUCCESS_H2S,53.518184
47,l_sw0039_sw0041,F150_TT100,SUCCESS_H2S,53.762797
47,l_sw0041_sw0043,F150_TT100,SUCCESS_H2S,53.34602
47,l_sw0043_sw0045,F150_TT100,SUCCESS_H2S,54.325934
47,l_sw0045_sw0047,F150_TT100,SUCCESS_H2S,53.931006
47,l_sw0047_sw0049,F150_TT100,SUCCESS_H2S,54.196871
47,l_sw0051_sw0053,F150_TT100,SUCCESS_H2S,67.158067
47,l_sw0053_sw0055,F150_TT100,SUCCESS_H2S,53.614899
47,l_sw0055_sw0057,F150_TT100,SUCCESS_H2S,53.550523
47,l_sw0057_sw0059,F150_TT100,SUCCESS_H2S,53.037473
47,l_sw0059_sw0061,F150_TT100,SUCCESS_H2S,54.312345
47,l_sw0061_sw0063,F150_TT100,SUCCESS_H2S,54.186821
47,l_sw0063_sw0065,F150_TT100,SUCCESS_H2S,52.954402
