scenario,policy_id,policy_type,theta,dmax,recoverable_fault_count,raw_candidate_group_count,raw_multi_fault_group_count,candidate_compression_ratio,synthesis_attempt_count,accepted_attempt_count,rejected_attempt_count,recursive_split_count,max_split_depth,final_profile_count,realized_profile_compression_ratio,storage_compression_ratio,compression_gap,shared_fault_coverage,mean_class_size,max_class_size,group_acceptance_rate,no_route_count,unsat_count,forwarding_conflict_count,timeout_count,validation_failed_count,error_count,cold_synthesis_wall_ms,cold_validation_wall_ms,mean_recovery_delta_us,p95_recovery_delta_us,max_recovery_delta_us,tt_loss_delta,deadline_miss_delta,stable_validation_pass,multi_fault_class_count,singleton_class_count,frontier_type
diamond_auto,JE040_D0,JACCARD_EDGE,0.4,0,2,1,1,0.5,1,1,0,0,0,1,0.5,0.48890550984791825,0.0,1.0,2.0,2,1.0,0,0,0,0,0,0,9.996076,1168.4007689999999,0.0,0.0,0.0,0,0,True,1,0,observed_non_dominated
diamond_auto,JE040_D1,JACCARD_EDGE,0.4,1,2,1,1,0.5,1,1,0,0,0,1,0.5,0.48890550984791825,0.0,1.0,2.0,2,1.0,0,0,0,0,0,0,9.996076,1168.4007689999999,0.0,0.0,0.0,0,0,True,1,0,observed_non_dominated
diamond_auto,JE040_D2,JACCARD_EDGE,0.4,2,2,1,1,0.5,1,1,0,0,0,1,0.5,0.48890550984791825,0.0,1.0,2.0,2,1.0,0,0,0,0,0,0,9.996076,1168.4007689999999,0.0,0.0,0.0,0,0,True,1,0,observed_non_dominated
mesh10_auto,J100,JACCARD,1.0,,12,10,2,0.16666666666666663,2,2,0,0,0,10,0.16666666666666663,0.1586049489242074,0.0,0.3333333333333333,1.2,2,1.0,0,0,0,0,0,0,120.24291399999998,16432.727976,0.0,0.0,0.0,0,0,True,2,8,observed_non_dominated
mesh10_auto,J040,JACCARD,0.4,,12,6,3,0.5,3,3,0,0,0,6,0.5,0.49179168870209033,0.0,0.75,2.0,3,1.0,0,0,0,0,0,0,171.252478,16530.984731,0.0,0.0,0.0,0,0,True,3,3,observed_non_dominated
mesh10_auto,J020,JACCARD,0.2,,12,4,3,0.6666666666666667,3,3,0,0,0,4,0.6666666666666667,0.6639741698444067,0.0,0.9166666666666666,3.0,4,1.0,0,0,0,0,0,0,172.459736,16591.168999,0.0,0.0,0.0,0,0,True,3,1,observed_non_dominated
mesh10_auto,JE040_D1,JACCARD_EDGE,0.4,1,12,6,3,0.5,3,3,0,0,0,6,0.5,0.49179168870209033,0.0,0.75,2.0,3,1.0,0,0,0,0,0,0,171.252478,16530.984731,0.0,0.0,0.0,0,0,True,3,3,observed_non_dominated
mesh10_auto,JE040_D2,JACCARD_EDGE,0.4,2,12,6,3,0.5,3,3,0,0,0,6,0.5,0.49179168870209033,0.0,0.75,2.0,3,1.0,0,0,0,0,0,0,171.252478,16530.984731,0.0,0.0,0.0,0,0,True,3,3,observed_non_dominated
structured20_auto,J100,JACCARD,1.0,,22,17,5,0.2272727272727273,5,5,0,0,0,17,0.2272727272727273,0.2267935591847824,0.0,0.45454545454545453,1.2941176470588236,2,1.0,0,0,0,0,0,0,1190.752052,63281.019727,0.0,0.0,0.0,0,0,True,5,12,observed_non_dominated
structured20_auto,J020,JACCARD,0.2,,22,7,6,0.6818181818181819,8,7,1,1,0,8,0.6363636363636364,0.6376190771365304,0.045454545454545525,0.9545454545454546,2.75,6,0.875,1,0,0,0,0,0,1722.066167,63029.043131,0.0,0.0,0.0,0,0,True,7,1,observed_non_dominated
structured20_auto,JE080_D0,JACCARD_EDGE,0.8,0,22,16,6,0.2727272727272727,6,6,0,0,0,16,0.2727272727272727,0.2741105236294672,0.0,0.5454545454545454,1.375,2,1.0,0,0,0,0,0,0,1439.4754480000001,63006.81499,0.0,0.0,0.0,0,0,True,6,10,observed_non_dominated
structured20_auto,JE060_D0,JACCARD_EDGE,0.6,0,22,16,6,0.2727272727272727,6,6,0,0,0,16,0.2727272727272727,0.2741105236294672,0.0,0.5454545454545454,1.375,2,1.0,0,0,0,0,0,0,1439.4754480000001,63006.81499,0.0,0.0,0.0,0,0,True,6,10,observed_non_dominated
structured20_auto,JE060_D2,JACCARD_EDGE,0.6,2,22,14,6,0.36363636363636365,6,6,0,0,0,14,0.36363636363636365,0.3652230796318253,0.0,0.6363636363636364,1.5714285714285714,4,1.0,0,0,0,0,0,0,1512.678744,63067.722799999996,0.0,0.0,0.0,0,0,True,6,8,observed_non_dominated
