PF_attempted,affected_flow_count,affected_flow_ids,affected_flow_ratio,endpoint_a,endpoint_b,fault_id,healthy_route_use_count,internal_switch_link,link_id,p0_used,relevant_fault,scale,scenario,topology
False,14,CMD_PLC_C09_M01_A1_C09_M01;CMD_PLC_C09_M01_A2_C09_M01;CMD_PLC_C09_M01_A3_C09_M01;CMD_PLC_C09_M01_A4_C09_M01;COORD_CC_C09_PLC_C09_M01;COORD_CC_C09_PLC_C09_M02;COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M01;STAT_PLC_C09_M02;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.015086206896551725,SW_C09_M01_ACT,SW_C09_M01_CTRL,l_SW_C09_M01_ACT_SW_C09_M01_CTRL,14,True,l_SW_C09_M01_ACT_SW_C09_M01_CTRL,True,True,L,L_RING,RING
False,16,COORD_CC_C09_PLC_C09_M02;COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;SC_S1_C09_M01;SC_S2_C09_M01;SC_S3_C09_M01;SC_S4_C09_M01;SF_S1_C09_M01;SF_S2_C09_M01;SF_S3_C09_M01;SF_S4_C09_M01;STAT_PLC_C09_M02;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.017241379310344827,SW_C09_M01_CTRL,SW_C09_M01_SENS,l_SW_C09_M01_CTRL_SW_C09_M01_SENS,16,True,l_SW_C09_M01_CTRL_SW_C09_M01_SENS,True,True,L,L_RING,RING
False,8,COORD_CC_C09_PLC_C09_M02;COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M02;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.008620689655172414,SW_C09_M01_SENS,SW_C09_M02_ACT,l_SW_C09_M01_SENS_SW_C09_M02_ACT,8,True,l_SW_C09_M01_SENS_SW_C09_M02_ACT,True,True,L,L_RING,RING
False,12,CMD_PLC_C09_M02_A1_C09_M02;CMD_PLC_C09_M02_A2_C09_M02;CMD_PLC_C09_M02_A3_C09_M02;CMD_PLC_C09_M02_A4_C09_M02;COORD_CC_C09_PLC_C09_M02;COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M02;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.01293103448275862,SW_C09_M02_ACT,SW_C09_M02_CTRL,l_SW_C09_M02_ACT_SW_C09_M02_CTRL,12,True,l_SW_C09_M02_ACT_SW_C09_M02_CTRL,True,True,L,L_RING,RING
False,14,COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;SC_S1_C09_M02;SC_S2_C09_M02;SC_S3_C09_M02;SC_S4_C09_M02;SF_S1_C09_M02;SF_S2_C09_M02;SF_S3_C09_M02;SF_S4_C09_M02;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.015086206896551725,SW_C09_M02_CTRL,SW_C09_M02_SENS,l_SW_C09_M02_CTRL_SW_C09_M02_SENS,14,True,l_SW_C09_M02_CTRL_SW_C09_M02_SENS,True,True,L,L_RING,RING
False,6,COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.00646551724137931,SW_C09_M02_SENS,SW_C09_M03_ACT,l_SW_C09_M02_SENS_SW_C09_M03_ACT,6,True,l_SW_C09_M02_SENS_SW_C09_M03_ACT,True,True,L,L_RING,RING
False,10,CMD_PLC_C09_M03_A1_C09_M03;CMD_PLC_C09_M03_A2_C09_M03;CMD_PLC_C09_M03_A3_C09_M03;CMD_PLC_C09_M03_A4_C09_M03;COORD_CC_C09_PLC_C09_M03;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M03;STAT_PLC_C09_M04,0.010775862068965518,SW_C09_M03_ACT,SW_C09_M03_CTRL,l_SW_C09_M03_ACT_SW_C09_M03_CTRL,10,True,l_SW_C09_M03_ACT_SW_C09_M03_CTRL,True,True,L,L_RING,RING
False,12,COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;SC_S1_C09_M03;SC_S2_C09_M03;SC_S3_C09_M03;SC_S4_C09_M03;SF_S1_C09_M03;SF_S2_C09_M03;SF_S3_C09_M03;SF_S4_C09_M03;STAT_PLC_C09_M04,0.01293103448275862,SW_C09_M03_CTRL,SW_C09_M03_SENS,l_SW_C09_M03_CTRL_SW_C09_M03_SENS,12,True,l_SW_C09_M03_CTRL_SW_C09_M03_SENS,True,True,L,L_RING,RING
False,4,COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M04,0.004310344827586207,SW_C09_M03_SENS,SW_C09_M04_ACT,l_SW_C09_M03_SENS_SW_C09_M04_ACT,4,True,l_SW_C09_M03_SENS_SW_C09_M04_ACT,True,True,L,L_RING,RING
False,8,CMD_PLC_C09_M04_A1_C09_M04;CMD_PLC_C09_M04_A2_C09_M04;CMD_PLC_C09_M04_A3_C09_M04;CMD_PLC_C09_M04_A4_C09_M04;COORD_CC_C09_PLC_C09_M04;IC_NEXT_CC_C09;IC_PREV_CC_C10;STAT_PLC_C09_M04,0.008620689655172414,SW_C09_M04_ACT,SW_C09_M04_CTRL,l_SW_C09_M04_ACT_SW_C09_M04_CTRL,8,True,l_SW_C09_M04_ACT_SW_C09_M04_CTRL,True,True,L,L_RING,RING
False,10,IC_NEXT_CC_C09;IC_PREV_CC_C10;SC_S1_C09_M04;SC_S2_C09_M04;SC_S3_C09_M04;SC_S4_C09_M04;SF_S1_C09_M04;SF_S2_C09_M04;SF_S3_C09_M04;SF_S4_C09_M04,0.010775862068965518,SW_C09_M04_CTRL,SW_C09_M04_SENS,l_SW_C09_M04_CTRL_SW_C09_M04_SENS,10,True,l_SW_C09_M04_CTRL_SW_C09_M04_SENS,True,True,L,L_RING,RING
False,2,IC_NEXT_CC_C09;IC_PREV_CC_C10,0.0021551724137931034,SW_C09_M04_SENS,SW_C10_CC,l_SW_C09_M04_SENS_SW_C10_CC,2,True,l_SW_C09_M04_SENS_SW_C10_CC,True,True,L,L_RING,RING
False,10,COORD_CC_C10_PLC_C10_M01;COORD_CC_C10_PLC_C10_M02;COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M01;STAT_PLC_C10_M02;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.010775862068965518,SW_C10_CC,SW_C10_M01_ACT,l_SW_C10_CC_SW_C10_M01_ACT,10,True,l_SW_C10_CC_SW_C10_M01_ACT,True,True,L,L_RING,RING
False,14,CMD_PLC_C10_M01_A1_C10_M01;CMD_PLC_C10_M01_A2_C10_M01;CMD_PLC_C10_M01_A3_C10_M01;CMD_PLC_C10_M01_A4_C10_M01;COORD_CC_C10_PLC_C10_M01;COORD_CC_C10_PLC_C10_M02;COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M01;STAT_PLC_C10_M02;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.015086206896551725,SW_C10_M01_ACT,SW_C10_M01_CTRL,l_SW_C10_M01_ACT_SW_C10_M01_CTRL,14,True,l_SW_C10_M01_ACT_SW_C10_M01_CTRL,True,True,L,L_RING,RING
False,16,COORD_CC_C10_PLC_C10_M02;COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;SC_S1_C10_M01;SC_S2_C10_M01;SC_S3_C10_M01;SC_S4_C10_M01;SF_S1_C10_M01;SF_S2_C10_M01;SF_S3_C10_M01;SF_S4_C10_M01;STAT_PLC_C10_M02;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.017241379310344827,SW_C10_M01_CTRL,SW_C10_M01_SENS,l_SW_C10_M01_CTRL_SW_C10_M01_SENS,16,True,l_SW_C10_M01_CTRL_SW_C10_M01_SENS,True,True,L,L_RING,RING
False,8,COORD_CC_C10_PLC_C10_M02;COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M02;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.008620689655172414,SW_C10_M01_SENS,SW_C10_M02_ACT,l_SW_C10_M01_SENS_SW_C10_M02_ACT,8,True,l_SW_C10_M01_SENS_SW_C10_M02_ACT,True,True,L,L_RING,RING
False,12,CMD_PLC_C10_M02_A1_C10_M02;CMD_PLC_C10_M02_A2_C10_M02;CMD_PLC_C10_M02_A3_C10_M02;CMD_PLC_C10_M02_A4_C10_M02;COORD_CC_C10_PLC_C10_M02;COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M02;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.01293103448275862,SW_C10_M02_ACT,SW_C10_M02_CTRL,l_SW_C10_M02_ACT_SW_C10_M02_CTRL,12,True,l_SW_C10_M02_ACT_SW_C10_M02_CTRL,True,True,L,L_RING,RING
False,14,COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;SC_S1_C10_M02;SC_S2_C10_M02;SC_S3_C10_M02;SC_S4_C10_M02;SF_S1_C10_M02;SF_S2_C10_M02;SF_S3_C10_M02;SF_S4_C10_M02;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.015086206896551725,SW_C10_M02_CTRL,SW_C10_M02_SENS,l_SW_C10_M02_CTRL_SW_C10_M02_SENS,14,True,l_SW_C10_M02_CTRL_SW_C10_M02_SENS,True,True,L,L_RING,RING
False,6,COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.00646551724137931,SW_C10_M02_SENS,SW_C10_M03_ACT,l_SW_C10_M02_SENS_SW_C10_M03_ACT,6,True,l_SW_C10_M02_SENS_SW_C10_M03_ACT,True,True,L,L_RING,RING
False,10,CMD_PLC_C10_M03_A1_C10_M03;CMD_PLC_C10_M03_A2_C10_M03;CMD_PLC_C10_M03_A3_C10_M03;CMD_PLC_C10_M03_A4_C10_M03;COORD_CC_C10_PLC_C10_M03;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M03;STAT_PLC_C10_M04,0.010775862068965518,SW_C10_M03_ACT,SW_C10_M03_CTRL,l_SW_C10_M03_ACT_SW_C10_M03_CTRL,10,True,l_SW_C10_M03_ACT_SW_C10_M03_CTRL,True,True,L,L_RING,RING
False,12,COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;SC_S1_C10_M03;SC_S2_C10_M03;SC_S3_C10_M03;SC_S4_C10_M03;SF_S1_C10_M03;SF_S2_C10_M03;SF_S3_C10_M03;SF_S4_C10_M03;STAT_PLC_C10_M04,0.01293103448275862,SW_C10_M03_CTRL,SW_C10_M03_SENS,l_SW_C10_M03_CTRL_SW_C10_M03_SENS,12,True,l_SW_C10_M03_CTRL_SW_C10_M03_SENS,True,True,L,L_RING,RING
False,4,COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M04,0.004310344827586207,SW_C10_M03_SENS,SW_C10_M04_ACT,l_SW_C10_M03_SENS_SW_C10_M04_ACT,4,True,l_SW_C10_M03_SENS_SW_C10_M04_ACT,True,True,L,L_RING,RING
False,8,CMD_PLC_C10_M04_A1_C10_M04;CMD_PLC_C10_M04_A2_C10_M04;CMD_PLC_C10_M04_A3_C10_M04;CMD_PLC_C10_M04_A4_C10_M04;COORD_CC_C10_PLC_C10_M04;IC_NEXT_CC_C10;IC_PREV_CC_C11;STAT_PLC_C10_M04,0.008620689655172414,SW_C10_M04_ACT,SW_C10_M04_CTRL,l_SW_C10_M04_ACT_SW_C10_M04_CTRL,8,True,l_SW_C10_M04_ACT_SW_C10_M04_CTRL,True,True,L,L_RING,RING
False,10,IC_NEXT_CC_C10;IC_PREV_CC_C11;SC_S1_C10_M04;SC_S2_C10_M04;SC_S3_C10_M04;SC_S4_C10_M04;SF_S1_C10_M04;SF_S2_C10_M04;SF_S3_C10_M04;SF_S4_C10_M04,0.010775862068965518,SW_C10_M04_CTRL,SW_C10_M04_SENS,l_SW_C10_M04_CTRL_SW_C10_M04_SENS,10,True,l_SW_C10_M04_CTRL_SW_C10_M04_SENS,True,True,L,L_RING,RING
False,2,IC_NEXT_CC_C10;IC_PREV_CC_C11,0.0021551724137931034,SW_C10_M04_SENS,SW_C11_CC,l_SW_C10_M04_SENS_SW_C11_CC,2,True,l_SW_C10_M04_SENS_SW_C11_CC,True,True,L,L_RING,RING
False,10,COORD_CC_C11_PLC_C11_M01;COORD_CC_C11_PLC_C11_M02;COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M01;STAT_PLC_C11_M02;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.010775862068965518,SW_C11_CC,SW_C11_M01_ACT,l_SW_C11_CC_SW_C11_M01_ACT,10,True,l_SW_C11_CC_SW_C11_M01_ACT,True,True,L,L_RING,RING
False,14,CMD_PLC_C11_M01_A1_C11_M01;CMD_PLC_C11_M01_A2_C11_M01;CMD_PLC_C11_M01_A3_C11_M01;CMD_PLC_C11_M01_A4_C11_M01;COORD_CC_C11_PLC_C11_M01;COORD_CC_C11_PLC_C11_M02;COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M01;STAT_PLC_C11_M02;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.015086206896551725,SW_C11_M01_ACT,SW_C11_M01_CTRL,l_SW_C11_M01_ACT_SW_C11_M01_CTRL,14,True,l_SW_C11_M01_ACT_SW_C11_M01_CTRL,True,True,L,L_RING,RING
False,16,COORD_CC_C11_PLC_C11_M02;COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;SC_S1_C11_M01;SC_S2_C11_M01;SC_S3_C11_M01;SC_S4_C11_M01;SF_S1_C11_M01;SF_S2_C11_M01;SF_S3_C11_M01;SF_S4_C11_M01;STAT_PLC_C11_M02;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.017241379310344827,SW_C11_M01_CTRL,SW_C11_M01_SENS,l_SW_C11_M01_CTRL_SW_C11_M01_SENS,16,True,l_SW_C11_M01_CTRL_SW_C11_M01_SENS,True,True,L,L_RING,RING
False,8,COORD_CC_C11_PLC_C11_M02;COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M02;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.008620689655172414,SW_C11_M01_SENS,SW_C11_M02_ACT,l_SW_C11_M01_SENS_SW_C11_M02_ACT,8,True,l_SW_C11_M01_SENS_SW_C11_M02_ACT,True,True,L,L_RING,RING
False,12,CMD_PLC_C11_M02_A1_C11_M02;CMD_PLC_C11_M02_A2_C11_M02;CMD_PLC_C11_M02_A3_C11_M02;CMD_PLC_C11_M02_A4_C11_M02;COORD_CC_C11_PLC_C11_M02;COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M02;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.01293103448275862,SW_C11_M02_ACT,SW_C11_M02_CTRL,l_SW_C11_M02_ACT_SW_C11_M02_CTRL,12,True,l_SW_C11_M02_ACT_SW_C11_M02_CTRL,True,True,L,L_RING,RING
False,14,COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;SC_S1_C11_M02;SC_S2_C11_M02;SC_S3_C11_M02;SC_S4_C11_M02;SF_S1_C11_M02;SF_S2_C11_M02;SF_S3_C11_M02;SF_S4_C11_M02;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.015086206896551725,SW_C11_M02_CTRL,SW_C11_M02_SENS,l_SW_C11_M02_CTRL_SW_C11_M02_SENS,14,True,l_SW_C11_M02_CTRL_SW_C11_M02_SENS,True,True,L,L_RING,RING
False,6,COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.00646551724137931,SW_C11_M02_SENS,SW_C11_M03_ACT,l_SW_C11_M02_SENS_SW_C11_M03_ACT,6,True,l_SW_C11_M02_SENS_SW_C11_M03_ACT,True,True,L,L_RING,RING
False,10,CMD_PLC_C11_M03_A1_C11_M03;CMD_PLC_C11_M03_A2_C11_M03;CMD_PLC_C11_M03_A3_C11_M03;CMD_PLC_C11_M03_A4_C11_M03;COORD_CC_C11_PLC_C11_M03;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M03;STAT_PLC_C11_M04,0.010775862068965518,SW_C11_M03_ACT,SW_C11_M03_CTRL,l_SW_C11_M03_ACT_SW_C11_M03_CTRL,10,True,l_SW_C11_M03_ACT_SW_C11_M03_CTRL,True,True,L,L_RING,RING
False,12,COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;SC_S1_C11_M03;SC_S2_C11_M03;SC_S3_C11_M03;SC_S4_C11_M03;SF_S1_C11_M03;SF_S2_C11_M03;SF_S3_C11_M03;SF_S4_C11_M03;STAT_PLC_C11_M04,0.01293103448275862,SW_C11_M03_CTRL,SW_C11_M03_SENS,l_SW_C11_M03_CTRL_SW_C11_M03_SENS,12,True,l_SW_C11_M03_CTRL_SW_C11_M03_SENS,True,True,L,L_RING,RING
False,4,COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M04,0.004310344827586207,SW_C11_M03_SENS,SW_C11_M04_ACT,l_SW_C11_M03_SENS_SW_C11_M04_ACT,4,True,l_SW_C11_M03_SENS_SW_C11_M04_ACT,True,True,L,L_RING,RING
False,8,CMD_PLC_C11_M04_A1_C11_M04;CMD_PLC_C11_M04_A2_C11_M04;CMD_PLC_C11_M04_A3_C11_M04;CMD_PLC_C11_M04_A4_C11_M04;COORD_CC_C11_PLC_C11_M04;IC_NEXT_CC_C11;IC_PREV_CC_C12;STAT_PLC_C11_M04,0.008620689655172414,SW_C11_M04_ACT,SW_C11_M04_CTRL,l_SW_C11_M04_ACT_SW_C11_M04_CTRL,8,True,l_SW_C11_M04_ACT_SW_C11_M04_CTRL,True,True,L,L_RING,RING
False,10,IC_NEXT_CC_C11;IC_PREV_CC_C12;SC_S1_C11_M04;SC_S2_C11_M04;SC_S3_C11_M04;SC_S4_C11_M04;SF_S1_C11_M04;SF_S2_C11_M04;SF_S3_C11_M04;SF_S4_C11_M04,0.010775862068965518,SW_C11_M04_CTRL,SW_C11_M04_SENS,l_SW_C11_M04_CTRL_SW_C11_M04_SENS,10,True,l_SW_C11_M04_CTRL_SW_C11_M04_SENS,True,True,L,L_RING,RING
False,2,IC_NEXT_CC_C11;IC_PREV_CC_C12,0.0021551724137931034,SW_C11_M04_SENS,SW_C12_CC,l_SW_C11_M04_SENS_SW_C12_CC,2,True,l_SW_C11_M04_SENS_SW_C12_CC,True,True,L,L_RING,RING
False,10,COORD_CC_C12_PLC_C12_M01;COORD_CC_C12_PLC_C12_M02;COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M01;STAT_PLC_C12_M02;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.010775862068965518,SW_C12_CC,SW_C12_M01_ACT,l_SW_C12_CC_SW_C12_M01_ACT,10,True,l_SW_C12_CC_SW_C12_M01_ACT,True,True,L,L_RING,RING
False,14,CMD_PLC_C12_M01_A1_C12_M01;CMD_PLC_C12_M01_A2_C12_M01;CMD_PLC_C12_M01_A3_C12_M01;CMD_PLC_C12_M01_A4_C12_M01;COORD_CC_C12_PLC_C12_M01;COORD_CC_C12_PLC_C12_M02;COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M01;STAT_PLC_C12_M02;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.015086206896551725,SW_C12_M01_ACT,SW_C12_M01_CTRL,l_SW_C12_M01_ACT_SW_C12_M01_CTRL,14,True,l_SW_C12_M01_ACT_SW_C12_M01_CTRL,True,True,L,L_RING,RING
False,16,COORD_CC_C12_PLC_C12_M02;COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;SC_S1_C12_M01;SC_S2_C12_M01;SC_S3_C12_M01;SC_S4_C12_M01;SF_S1_C12_M01;SF_S2_C12_M01;SF_S3_C12_M01;SF_S4_C12_M01;STAT_PLC_C12_M02;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.017241379310344827,SW_C12_M01_CTRL,SW_C12_M01_SENS,l_SW_C12_M01_CTRL_SW_C12_M01_SENS,16,True,l_SW_C12_M01_CTRL_SW_C12_M01_SENS,True,True,L,L_RING,RING
False,8,COORD_CC_C12_PLC_C12_M02;COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M02;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.008620689655172414,SW_C12_M01_SENS,SW_C12_M02_ACT,l_SW_C12_M01_SENS_SW_C12_M02_ACT,8,True,l_SW_C12_M01_SENS_SW_C12_M02_ACT,True,True,L,L_RING,RING
False,12,CMD_PLC_C12_M02_A1_C12_M02;CMD_PLC_C12_M02_A2_C12_M02;CMD_PLC_C12_M02_A3_C12_M02;CMD_PLC_C12_M02_A4_C12_M02;COORD_CC_C12_PLC_C12_M02;COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M02;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.01293103448275862,SW_C12_M02_ACT,SW_C12_M02_CTRL,l_SW_C12_M02_ACT_SW_C12_M02_CTRL,12,True,l_SW_C12_M02_ACT_SW_C12_M02_CTRL,True,True,L,L_RING,RING
False,14,COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;SC_S1_C12_M02;SC_S2_C12_M02;SC_S3_C12_M02;SC_S4_C12_M02;SF_S1_C12_M02;SF_S2_C12_M02;SF_S3_C12_M02;SF_S4_C12_M02;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.015086206896551725,SW_C12_M02_CTRL,SW_C12_M02_SENS,l_SW_C12_M02_CTRL_SW_C12_M02_SENS,14,True,l_SW_C12_M02_CTRL_SW_C12_M02_SENS,True,True,L,L_RING,RING
False,6,COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.00646551724137931,SW_C12_M02_SENS,SW_C12_M03_ACT,l_SW_C12_M02_SENS_SW_C12_M03_ACT,6,True,l_SW_C12_M02_SENS_SW_C12_M03_ACT,True,True,L,L_RING,RING
False,10,CMD_PLC_C12_M03_A1_C12_M03;CMD_PLC_C12_M03_A2_C12_M03;CMD_PLC_C12_M03_A3_C12_M03;CMD_PLC_C12_M03_A4_C12_M03;COORD_CC_C12_PLC_C12_M03;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M03;STAT_PLC_C12_M04,0.010775862068965518,SW_C12_M03_ACT,SW_C12_M03_CTRL,l_SW_C12_M03_ACT_SW_C12_M03_CTRL,10,True,l_SW_C12_M03_ACT_SW_C12_M03_CTRL,True,True,L,L_RING,RING
False,12,COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;SC_S1_C12_M03;SC_S2_C12_M03;SC_S3_C12_M03;SC_S4_C12_M03;SF_S1_C12_M03;SF_S2_C12_M03;SF_S3_C12_M03;SF_S4_C12_M03;STAT_PLC_C12_M04,0.01293103448275862,SW_C12_M03_CTRL,SW_C12_M03_SENS,l_SW_C12_M03_CTRL_SW_C12_M03_SENS,12,True,l_SW_C12_M03_CTRL_SW_C12_M03_SENS,True,True,L,L_RING,RING
False,4,COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M04,0.004310344827586207,SW_C12_M03_SENS,SW_C12_M04_ACT,l_SW_C12_M03_SENS_SW_C12_M04_ACT,4,True,l_SW_C12_M03_SENS_SW_C12_M04_ACT,True,True,L,L_RING,RING
False,8,CMD_PLC_C12_M04_A1_C12_M04;CMD_PLC_C12_M04_A2_C12_M04;CMD_PLC_C12_M04_A3_C12_M04;CMD_PLC_C12_M04_A4_C12_M04;COORD_CC_C12_PLC_C12_M04;IC_NEXT_CC_C12;IC_PREV_CC_C13;STAT_PLC_C12_M04,0.008620689655172414,SW_C12_M04_ACT,SW_C12_M04_CTRL,l_SW_C12_M04_ACT_SW_C12_M04_CTRL,8,True,l_SW_C12_M04_ACT_SW_C12_M04_CTRL,True,True,L,L_RING,RING
False,10,IC_NEXT_CC_C12;IC_PREV_CC_C13;SC_S1_C12_M04;SC_S2_C12_M04;SC_S3_C12_M04;SC_S4_C12_M04;SF_S1_C12_M04;SF_S2_C12_M04;SF_S3_C12_M04;SF_S4_C12_M04,0.010775862068965518,SW_C12_M04_CTRL,SW_C12_M04_SENS,l_SW_C12_M04_CTRL_SW_C12_M04_SENS,10,True,l_SW_C12_M04_CTRL_SW_C12_M04_SENS,True,True,L,L_RING,RING
False,2,IC_NEXT_CC_C12;IC_PREV_CC_C13,0.0021551724137931034,SW_C12_M04_SENS,SW_C13_CC,l_SW_C12_M04_SENS_SW_C13_CC,2,True,l_SW_C12_M04_SENS_SW_C13_CC,True,True,L,L_RING,RING
False,10,COORD_CC_C13_PLC_C13_M01;COORD_CC_C13_PLC_C13_M02;COORD_CC_C13_PLC_C13_M03;COORD_CC_C13_PLC_C13_M04;IC_NEXT_CC_C13;IC_PREV_CC_C14;STAT_PLC_C13_M01;STAT_PLC_C13_M02;STAT_PLC_C13_M03;STAT_PLC_C13_M04,0.010775862068965518,SW_C13_CC,SW_C13_M01_ACT,l_SW_C13_CC_SW_C13_M01_ACT,10,True,l_SW_C13_CC_SW_C13_M01_ACT,True,True,L,L_RING,RING
