P0_route_links_abandoned,changed_affected_flow_count,changed_route_flow_count,changed_route_flow_ratio,changed_unaffected_flow_count,changed_unaffected_flow_ratio,fault_id,hop_delta_total,max_hop_delta,mean_hop_delta_per_changed_flow,new_physical_links_used,scenario,total_P0_hops,total_PF_hops
l_SW_C05_CC_SW_C05_CORE_B;l_SW_C05_CORE_B_SW_FACTORY_CORE_A,2,2,0.0021551724137931034,0,0.0,l_SW_C05_CC_SW_C05_CORE_B,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M01_ACT;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C05_CORE_A_SW_C05_M01_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M01_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M01_ACT;l_SW_C05_CORE_A_SW_C05_M01_CTRL;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C05_CORE_A_SW_C05_M01_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M01_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M02_ACT;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C05_CORE_A_SW_C05_M02_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M02_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M02_ACT;l_SW_C05_CORE_A_SW_C05_M02_CTRL;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C05_CORE_A_SW_C05_M02_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M02_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M03_ACT;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C05_CORE_A_SW_C05_M03_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M03_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M03_ACT;l_SW_C05_CORE_A_SW_C05_M03_CTRL;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C05_CORE_A_SW_C05_M03_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M03_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M04_ACT;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C05_CORE_A_SW_C05_M04_ACT,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M04_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CORE_A_SW_C05_M04_ACT;l_SW_C05_CORE_A_SW_C05_M04_CTRL;l_SW_C05_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C05_CORE_A_SW_C05_M04_CTRL,0,0,0.0,l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_C05_M04_ACT;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C05_CC_SW_C05_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_A;l_SW_C05_CORE_B_SW_FACTORY_CORE_A,2,9,0.009698275862068966,7,0.00755939524838013,l_SW_C05_CORE_A_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C04_CORE_A_SW_FACTORY_CORE_B;l_SW_C04_CORE_B_SW_FACTORY_CORE_B;l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M01_CTRL;l_SW_C05_CORE_B_SW_C05_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M01_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M01_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M01_CTRL;l_SW_C05_CORE_B_SW_C05_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M01_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M01_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M02_CTRL;l_SW_C05_CORE_B_SW_C05_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M02_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M02_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M02_CTRL;l_SW_C05_CORE_B_SW_C05_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M02_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M02_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M03_CTRL;l_SW_C05_CORE_B_SW_C05_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M03_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M03_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M03_CTRL;l_SW_C05_CORE_B_SW_C05_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M03_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M03_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M04_CTRL;l_SW_C05_CORE_B_SW_C05_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M04_CTRL,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M04_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_C05_M04_CTRL;l_SW_C05_CORE_B_SW_C05_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C05_CORE_B_SW_C05_M04_SENS,0,0,0.0,l_SW_C05_CORE_A_SW_C05_M04_SENS,L_REDSTAR,3776,3776
l_SW_C05_CORE_B_SW_FACTORY_CORE_A,2,7,0.007543103448275862,5,0.005399568034557235,l_SW_C05_CORE_B_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C04_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C06_CC_SW_C06_CORE_A;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,10,10,0.010775862068965518,0,0.0,l_SW_C06_CC_SW_C06_CORE_A,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C06_CC_SW_C06_CORE_B;l_SW_C06_CORE_B_SW_FACTORY_CORE_A,2,2,0.0021551724137931034,0,0.0,l_SW_C06_CC_SW_C06_CORE_B,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M01_ACT;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C06_CORE_A_SW_C06_M01_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M01_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M01_ACT;l_SW_C06_CORE_A_SW_C06_M01_CTRL;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C06_CORE_A_SW_C06_M01_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M01_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M02_ACT;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C06_CORE_A_SW_C06_M02_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M02_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M02_ACT;l_SW_C06_CORE_A_SW_C06_M02_CTRL;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C06_CORE_A_SW_C06_M02_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M02_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M03_ACT;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C06_CORE_A_SW_C06_M03_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M03_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M03_ACT;l_SW_C06_CORE_A_SW_C06_M03_CTRL;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C06_CORE_A_SW_C06_M03_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M03_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M04_ACT;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C06_CORE_A_SW_C06_M04_ACT,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M04_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_C06_M04_ACT;l_SW_C06_CORE_A_SW_C06_M04_CTRL;l_SW_C06_CORE_A_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C06_CORE_A_SW_C06_M04_CTRL,0,0,0.0,l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_C06_M04_ACT;l_SW_C07_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C06_CORE_A_SW_FACTORY_CORE_A,2,8,0.008620689655172414,6,0.0064794816414686825,l_SW_C06_CORE_A_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C05_CORE_B_SW_FACTORY_CORE_B;l_SW_C06_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M01_CTRL;l_SW_C06_CORE_B_SW_C06_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M01_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M01_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M01_CTRL;l_SW_C06_CORE_B_SW_C06_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M01_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M01_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M02_CTRL;l_SW_C06_CORE_B_SW_C06_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M02_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M02_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M02_CTRL;l_SW_C06_CORE_B_SW_C06_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M02_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M02_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M03_CTRL;l_SW_C06_CORE_B_SW_C06_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M03_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M03_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M03_CTRL;l_SW_C06_CORE_B_SW_C06_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M03_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M03_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M04_CTRL;l_SW_C06_CORE_B_SW_C06_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M04_CTRL,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M04_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_C06_M04_CTRL;l_SW_C06_CORE_B_SW_C06_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C06_CORE_B_SW_C06_M04_SENS,0,0,0.0,l_SW_C06_CORE_A_SW_C06_M04_SENS,L_REDSTAR,3776,3776
l_SW_C06_CORE_B_SW_FACTORY_CORE_A,2,7,0.007543103448275862,5,0.005399568034557235,l_SW_C06_CORE_B_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C05_CORE_A_SW_FACTORY_CORE_B;l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C07_CC_SW_C07_CORE_A;l_SW_C07_CORE_A_SW_FACTORY_CORE_A,10,10,0.010775862068965518,0,0.0,l_SW_C07_CC_SW_C07_CORE_A,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C07_CC_SW_C07_CORE_B;l_SW_C07_CORE_B_SW_FACTORY_CORE_A,2,2,0.0021551724137931034,0,0.0,l_SW_C07_CC_SW_C07_CORE_B,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M01_ACT;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C07_CORE_A_SW_C07_M01_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M01_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M01_ACT;l_SW_C07_CORE_A_SW_C07_M01_CTRL;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C07_CORE_A_SW_C07_M01_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M01_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M02_ACT;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C07_CORE_A_SW_C07_M02_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M02_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M02_ACT;l_SW_C07_CORE_A_SW_C07_M02_CTRL;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C07_CORE_A_SW_C07_M02_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M02_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M03_ACT;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C07_CORE_A_SW_C07_M03_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M03_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M03_ACT;l_SW_C07_CORE_A_SW_C07_M03_CTRL;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C07_CORE_A_SW_C07_M03_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M03_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M04_ACT;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C07_CORE_A_SW_C07_M04_ACT,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M04_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_C07_M04_ACT;l_SW_C07_CORE_A_SW_C07_M04_CTRL;l_SW_C07_CORE_A_SW_FACTORY_CORE_A;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C07_CORE_A_SW_C07_M04_CTRL,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C07_CORE_B_SW_C07_M04_ACT;l_SW_C08_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C07_CORE_A_SW_FACTORY_CORE_A,2,7,0.007543103448275862,5,0.005399568034557235,l_SW_C07_CORE_A_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C06_CORE_B_SW_FACTORY_CORE_B;l_SW_C07_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M01_CTRL;l_SW_C07_CORE_B_SW_C07_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M01_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M01_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M01_CTRL;l_SW_C07_CORE_B_SW_C07_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M01_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M01_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M02_CTRL;l_SW_C07_CORE_B_SW_C07_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M02_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M02_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M02_CTRL;l_SW_C07_CORE_B_SW_C07_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M02_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M02_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M03_CTRL;l_SW_C07_CORE_B_SW_C07_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M03_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M03_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M03_CTRL;l_SW_C07_CORE_B_SW_C07_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M03_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M03_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M04_CTRL;l_SW_C07_CORE_B_SW_C07_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M04_CTRL,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M04_SENS,L_REDSTAR,3776,3776
l_SW_C07_CORE_B_SW_C07_M04_CTRL;l_SW_C07_CORE_B_SW_C07_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C07_CORE_B_SW_C07_M04_SENS,0,0,0.0,l_SW_C07_CORE_A_SW_C07_M04_SENS,L_REDSTAR,3776,3776
l_SW_C07_CC_SW_C07_CORE_B;l_SW_C07_CORE_B_SW_FACTORY_CORE_A,2,7,0.007543103448275862,5,0.005399568034557235,l_SW_C07_CORE_B_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C08_CC_SW_C08_CORE_A;l_SW_C08_CORE_A_SW_FACTORY_CORE_A,11,11,0.011853448275862068,0,0.0,l_SW_C08_CC_SW_C08_CORE_A,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C08_CC_SW_C08_CORE_B;l_SW_C08_CORE_B_SW_FACTORY_CORE_A,1,1,0.0010775862068965517,0,0.0,l_SW_C08_CC_SW_C08_CORE_B,0,0,0.0,,L_REDSTAR,3776,3776
l_SW_C08_CORE_A_SW_C08_M01_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C08_CORE_A_SW_C08_M01_ACT,0,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C08_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_C08_M01_ACT;l_SW_C09_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C08_CORE_A_SW_C08_M01_ACT;l_SW_C08_CORE_A_SW_C08_M01_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C08_CORE_A_SW_C08_M01_CTRL,0,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C08_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_C08_M01_ACT;l_SW_C09_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C08_CORE_A_SW_C08_M02_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C08_CORE_A_SW_C08_M02_ACT,0,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C08_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_C08_M02_ACT;l_SW_C09_CORE_A_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C08_CORE_A_SW_C08_M02_ACT;l_SW_C08_CORE_A_SW_C08_M02_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C08_CORE_A_SW_C08_M02_CTRL,0,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C08_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_C08_M02_ACT;l_SW_C09_CORE_A_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C08_CORE_A_SW_C08_M03_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C08_CORE_A_SW_C08_M03_ACT,0,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C08_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_C08_M03_ACT;l_SW_C09_CORE_A_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C08_CORE_A_SW_C08_M03_ACT;l_SW_C08_CORE_A_SW_C08_M03_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C08_CORE_A_SW_C08_M03_CTRL,0,0,0.0,l_SW_C07_CORE_B_SW_FACTORY_CORE_B;l_SW_C08_CORE_A_SW_FACTORY_CORE_B;l_SW_C08_CORE_B_SW_C08_M03_ACT;l_SW_C09_CORE_A_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
